a'	/ˈa/
poterono	/potˈerono/
potesse	/potˈesse/
potessero	/potˈessero/
potessi	/potˈessi/
poteste	/potˈeste/
potete	/potˈete/
potevano	/potˈevano/
poteva	/potˈeva/
potevi	/potˈevi/
potrai	/potrˈai/
potranno	/potrˈanno/
potrà	/potrˈa/
potrebbe	/potrˈɛbbe/
potrei	/potrˈɛi/
potremmo	/potrˈemmo/
potremo	/potrˈemo/
potreste	/potrˈeste/
potresti	/potrˈesti/
potrete	/potrˈete/
potrò	/potrˈɔ/
potuta	/potˈuta/
potuti	/potˈuti/
potuto	/potˈuto/
poveramente	/poveramˈente/
povera	/ˈpɔvera/
povere	/ˈpɔvere/
poveretta	/poverˈetta/
poveri	/ˈpɔveri/
poverissimo	/poverˈissimo/
povero	/ˈpɔvero/
povertà	/povertˈa/
pozzo	/ˈpotstso/
pranzo	/prˈandzo/
prati	/prˈati/
prato	/prˈato/
precedente	/pretʃedˈɛnte/
precedenti	/pretʃedˈɛnti/
precettore	/pretʃettˈore/
preda	/prˈɛda/
predecessori	/predetʃessˈori/
predetta	/predˈetta/
predette	/predˈette/
predetti	/predˈetti/
predetto	/predˈetto/
predisse	/predˈisse/
pregai	/preɡˈai/
pregando	/preɡˈando/
pregare	/preɡˈare/
pregarono	/preɡˈarono/
pregato	/preɡˈato/
pregava	/preɡˈava/
preghiamo	/preɡjˈamo/
preghiera	/preɡjˈɛra/
preghiere	/preɡjˈɛre/
preghi	/prˈɛɡi/
pregio	/prˈɛdʒo/
pregna	/prˈeɲɲa/
prego	/prˈɛɡo/
pregò	/preɡˈɔ/
preme	/prˈɛme/
premessa	/premˈessa/
premesse	/premˈesse/
preminenza	/preminˈɛntsa/
premio	/prˈɛmjo/
prencipe	/prˈɛntʃipe/
prencipi	/prˈɛntʃipi/
prenda	/prˈɛnda/
prendendo	/prendˈɛndo/
prende	/prˈɛnde/
prendere	/prˈɛndere/
prenderò	/prenderˈɔ/
prendesse	/prendˈesse/
prendete	/prendˈete/
prendeva	/prendˈeva/
prendiamo	/prendjˈamo/
prendi	/prˈɛndi/
prendono	/prˈɛndono/
prendo	/prˈɛndo/
preparato	/preparˈato/
presa	/prˈesa/
presenta	/prezˈɛnta/
presentare	/prezentˈare/
presentava	/prezentˈava/
presente	/prezˈɛnte/
presentimenti	/presentimˈenti/
presentimento	/presentimˈento/
presenti	/prezˈɛnti/
presentò	/prezentˈɔ/
presenza	/prezˈɛntsa/
presenzia	/prezˈɛntsja/
prese	/prˈese/
presero	/prˈesero/
presi	/prˈesi/
preso	/prˈeso/
presso	/prˈɛsso/
prestamente	/prestamˈente/
presta	/prˈɛsta/
prestare	/prestˈare/
prestasse	/prestˈasse/
prestato	/prestˈato/
presti	/prˈɛsti/
presto	/prˈɛsto/
prestò	/prestˈɔ/
presumere	/prezˈumere/
presunzione	/prezuntsjˈone/
prete	/prˈɛte/
preterito	/pretˈɛrito/
preti	/prˈɛti/
previsioni	/previzjˈoni/
preziose	/pretstsjˈose/
preziosi	/pretstsjˈosi/
prezioso	/pretstsjˈoso/
prezzo	/prˈɛtstso/
prima	/prˈima/
primavera	/primavˈɛra/
prime	/prˈime/
primieramente	/primjeramˈente/
primiera	/primjˈɛra/
primiere	/primjˈɛre/
primieri	/primjˈɛri/
primiero	/primjˈɛro/
primi	/prˈimi/
primo	/prˈimo/
principale	/printʃipˈale/
principali	/printʃipˈali/
principalmente	/printʃipalmˈente/
principato	/printʃipˈato/
principe	/prˈintʃipe/
principii	/printʃˈipji/
principio	/printʃˈipjo/
principi	/printʃˈipi/
prisco	/prˈisko/
priva	/prˈiva/
privatamente	/privatamˈente/
privata	/privˈata/
privati	/privˈati/
privato	/privˈato/
privilegio	/privilˈɛdʒo/
privi	/prˈivi/
privo	/prˈivo/
problema	/problˈɛma/
procacciando	/prokatʃtʃˈando/
procacciano	/prokˈatʃtʃano/
procaccia	/prokˈatʃtʃa/
procacciare	/prokatʃtʃˈare/
proceda	/protʃˈɛda/
procedendo	/protʃedˈɛndo/
procede	/protʃˈɛde/
procedere	/protʃˈɛdere/
procedesse	/protʃedˈesse/
procedette	/protʃedˈɛtte/
procedono	/protʃˈɛdono/
processione	/protʃessjˈone/
processo	/protʃˈɛsso/
proda	/prˈɔda/
prodotta	/prodˈotta/
prodotte	/prodˈotte/
prodotti	/prodˈotti/
prodotto	/prodˈotto/
produce	/prodˈutʃe/
produrre	/prodˈurre/
produsse	/prodˈusse/
professore	/professˈore/
profeta	/profˈɛta/
profeti	/profˈɛti/
profitto	/profˈitto/
profondamente	/profondamˈente/
profonda	/profˈonda/
profonde	/profˈonde/
profondi	/profˈondi/
profondissimo	/profondˈissimo/
profondità	/profonditˈa/
profondo	/profˈondo/
progenie	/prodʒenˈie/
progetto	/prodʒˈɛtto/
progresso	/proɡrˈɛsso/
prole	/prˈɔle/
promessa	/promˈessa/
promesse	/promˈesse/
promesso	/promˈesso/
promettendo	/promettˈɛndo/
promette	/promˈette/
prometto	/promˈetto/
promise	/promˈize/
promisi	/promˈizi/
promontorio	/promontˈɔrjo/
pronta	/prˈonta/
pronti	/prˈonti/
pronto	/prˈonto/
propia	/prˈɔpja/
propie	/prˈɔpje/
propii	/prˈɔpji/
propio	/prˈɔpjo/
proponimento	/proponimˈento/
proporre	/propˈorre/
propose	/propˈose/
proposito	/propˈɔzito/
proposta	/propˈosta/
proposto	/propˈosto/
propriamente	/proprjamˈente/
propria	/prˈɔprja/
proprie	/prˈɔprje/
proprietà	/proprjetˈa/
proprio	/prˈɔprjo/
propri	/prˈɔpri/
prosa	/prˈɔza/
prosatori	/prozatˈori/
proseguì	/proseɡwˈi/
prose	/prˈɔze/
prospere	/prˈɔspere/
prosperità	/prosperitˈa/
prospero	/prˈɔspero/
prossimo	/prˈɔssimo/
proteo	/prˈɔteo/
protesta	/protˈɛsta/
prova	/prˈɔva/
provare	/provˈare/
provata	/provˈata/
provate	/provˈate/
provato	/provˈato/
provava	/provˈava/
provenzale	/proventsˈale/
provenzali	/proventsˈali/
prove	/prˈɔve/
proverbio	/provˈɛrbjo/
provincia	/provˈintʃa/
provò	/provˈɔ/
provvidenza	/provvidˈɛntsa/
prudente	/prudˈɛnte/
prudenti	/prudˈɛnti/
prudenza	/prudˈɛntsa/
pruni	/prˈuni/
pruova	/prwˈɔva/
pubblicato	/pubblikˈato/
pubblicazione	/pubblikatstsjˈone/
pubblico	/ˈpubbliko/
publica	/ˈpublika/
publico	/ˈpubliko/
puccio	/ˈputʃtʃo/
puerili	/puerˈili/
puerizia	/puerˈitstsja/
puglia	/ˈpuʎʎa/
pugna	/ˈpuɲɲa/
pulcella	/pultʃˈɛlla/
punire	/punˈire/
punizione	/punitstsjˈone/
punta	/ˈpunta/
punte	/ˈpunte/
punti	/ˈpunti/
punto	/ˈpunto/
puoi	/pwˈɔi/
puo	/pwˈo/
può	/pwˈɔ/
puote	/pwˈɔte/
pura	/ˈpura/
purché	/purkˈe/
pure	/ˈpure/
purissimo	/purˈissimo/
purità	/puritˈa/
puro	/ˈpuro/
pur	/ˈpur/
purpureo	/purpˈureo/
puzzo	/ˈputstso/
quai	/kwˈai/
quà	/kwˈa/
qualche	/kwˈalke/
qualcosa	/kwalkˈɔsa/
quale	/kwˈale/
quali	/kwˈali/
qualità	/kwalitˈa/
qual	/kwal/
qualmente	/kwalmˈente/
qualora	/kwalˈora/
qualunque	/kwalˈuŋkwe/
quando	/kwˈando/
quanta	/kwˈanta/
quante	/kwˈante/
quanti	/kwˈanti/
quantità	/kwantitˈa/
quanto	/kwˈanto/
quantunque	/kwantˈuŋkwe/
quaranta	/kwarˈanta/
quarta	/kwˈarta/
quartodecimo	/kwartodˈɛtʃimo/
quarto	/kwˈarto/
quasi	/kwˈazi/
quattordici	/kwattˈorditʃi/
quattro	/kwˈattro/
quegli	/kwˈeʎʎi/
quei	/kwˈei/
que	/kwˈe/
quel	/kwˈel/
quella	/kwˈella/
quelle	/kwˈelle/
quelli	/kwˈelli/
quello	/kwˈello/
quercia	/kwˈɛrtʃa/
querela	/kwerˈɛla/
questa	/kwˈesta/
queste	/kwˈeste/
questi	/kwˈesti/
questione	/kwestjˈone/
questioni	/kwestjˈoni/
questo	/kwˈesto/
quiete	/kwjˈɛte/
quieto	/kwjˈɛto/
quì	/kwˈi/
quinci	/kwˈintʃi/
quindici	/kwˈinditʃi/
quindi	/kwˈindi/
quinta	/kwˈinta/
quintilio	/kwintˈiljo/
quintodecimo	/kwintodˈɛtʃimo/
quinto	/kwˈinto/
quivi	/kwˈivi/
rabbia	/ˈrabbja/
raccogliendo	/rakkoʎʎˈɛndo/
raccoglie	/rakkˈɔʎʎe/
raccogliere	/rakkˈɔʎʎere/
raccolse	/rakkˈɔlse/
raccolta	/rakkˈɔlta/
raccolte	/rakkˈɔlte/
raccolti	/rakkˈɔlti/
raccolto	/rakkˈɔlto/
raccomando	/rakkomˈando/
raccomandò	/rakkomandˈɔ/
racconta	/rakkˈonta/
raccontare	/rakkontˈare/
raccontata	/rakkontˈata/
raccontate	/rakkontˈate/
raccontato	/rakkontˈato/
racconti	/rakkˈonti/
raccontò	/rakkontˈɔ/
raddoppia	/raddˈoppja/
raddoppiata	/raddoppjˈata/
rade	/ˈrade/
radicale	/radikˈale/
radice	/radˈitʃe/
radici	/radˈitʃi/
rado	/ˈrado/
ragazzo	/raɡˈatstso/
raggio	/ˈradʒdʒo/
raggi	/ˈradʒdʒi/
ragguardatore	/raɡɡwardatˈore/
ragionamenti	/radʒonamˈenti/
ragionamento	/radʒonamˈento/
ragionando	/radʒonˈando/
ragiona	/radʒˈona/
ragionare	/radʒonˈare/
ragionate	/radʒonˈate/
ragionato	/radʒonˈato/
ragionavano	/radʒonˈavano/
ragionava	/radʒonˈava/
ragione	/radʒˈone/
ragionevole	/radʒonˈevole/
ragionevolmente	/radʒonevolmˈente/
ragioniamo	/radʒonjˈamo/
ragioni	/radʒˈoni/
ragiono	/radʒˈono/
ragionò	/radʒonˈɔ/
rallegrare	/ralleɡrˈare/
rallegrati	/ralleɡrˈati/
rame	/ˈrame/
rami	/ˈrami/
ramo	/ˈramo/
rapidamente	/rapidamˈente/
rapido	/ˈrapido/
rapina	/rapˈina/
rapita	/rapˈita/
rapito	/rapˈito/
rare	/ˈrare/
raro	/ˈraro/
ravenna	/ravˈenna/
razionale	/ratstsjonˈale/
reale	/reˈale/
reali	/reˈali/
realizzato	/realidzdzˈato/
realtà	/realtˈa/
reame	/reˈame/
reami	/reˈami/
rea	/ˈrɛa/
reazione	/reatstsjˈone/
recai	/rekˈai/
reca	/ˈrɛka/
recare	/rekˈare/
recarono	/rekˈarono/
recasse	/rekˈasse/
recata	/rekˈata/
recate	/rekˈate/
recati	/rekˈati/
recato	/rekˈato/
rechi	/ˈrɛki/
recita	/ˈrɛtʃita/
recò	/rekˈɔ/
redenzione	/redentsjˈone/
redine	/ˈrɛdine/
ree	/ˈrɛe/
regge	/ˈrɛdʒdʒe/
reggere	/ˈrɛdʒdʒere/
reggeva	/redʒdʒˈeva/
reggimento	/redʒdʒimˈento/
reggono	/ˈrɛɡɡono/
regina	/redʒˈina/
regione	/redʒˈone/
regioni	/redʒˈoni/
regnando	/reɲɲˈando/
regnare	/reɲɲˈare/
regnasse	/reɲɲˈasse/
regnato	/reɲɲˈato/
regnava	/reɲɲˈava/
regni	/ˈreɲɲi/
regno	/ˈreɲɲo/
regnò	/reɲɲˈɔ/
regola	/ˈrɛɡola/
regole	/ˈrɛɡole/
reina	/reˈina/
rei	/ˈrɛi/
religione	/relidʒˈone/
religioni	/relidʒˈoni/
religiosa	/relidʒˈosa/
religiosi	/relidʒˈosi/
religioso	/relidʒˈoso/
reliquie	/relˈikwje/
remi	/ˈrɛmi/
remo	/ˈrɛmo/
renda	/ˈrɛnda/
rendendo	/rendˈɛndo/
rende	/ˈrɛnde/
rendé	/rendˈe/
rendere	/ˈrɛndere/
rendono	/ˈrɛndono/
rendo	/ˈrɛndo/
renduta	/rendˈuta/
rendute	/rendˈute/
renduto	/rendˈuto/
reni	/ˈrɛni/
reo	/ˈrɛo/
repubblicana	/repubblikˈana/
repubblicano	/repubblikˈano/
repubblica	/repˈubblika/
reputata	/reputˈata/
reputato	/reputˈato/
reputava	/reputˈava/
reputo	/ˈrɛputo/
re	/ˈrɛ/
rese	/ˈrese/
resistente	/resistˈɛnte/
resistenti	/resistˈɛnti/
resistenza	/resistˈɛntsa/
resistere	/resˈistere/
restando	/restˈando/
restano	/ˈrɛstano/
resta	/ˈrɛsta/
restare	/restˈare/
restarono	/restˈarono/
restasse	/restˈasse/
restato	/restˈato/
restava	/restˈava/
restituita	/restituˈita/
resto	/ˈrɛsto/
restò	/restˈɔ/
reti	/ˈreti/
reverenza	/reverˈɛntsa/
riavere	/riavˈere/
ricca	/ˈrikka/
ricche	/ˈrikke/
ricchezza	/rikkˈetstsa/
ricchezze	/rikkˈetstse/
ricchi	/ˈrikki/
ricchissima	/rikkˈissima/
ricchissimi	/rikkˈissimi/
ricchissimo	/rikkˈissimo/
ricco	/ˈrikko/
ricercando	/ritʃerkˈando/
ricercare	/ritʃerkˈare/
ricerca	/ritʃˈerka/
ricercata	/ritʃerkˈata/
ricercato	/ritʃerkˈato/
ricetto	/ritʃˈɛtto/
riceva	/ritʃˈeva/
ricevere	/ritʃˈevere/
riceve	/ritʃˈeve/
ricevette	/ritʃevˈɛtte/
ricevetti	/ritʃevˈɛtti/
ricevi	/ritʃˈevi/
ricevuta	/ritʃevˈuta/
ricevute	/ritʃevˈute/
ricevuti	/ritʃevˈuti/
ricevuto	/ritʃevˈuto/
richiedere	/rikjˈɛdere/
richiede	/rikjˈɛde/
richiedeva	/rikjedˈeva/
richiese	/rikjˈɛse/
richiesta	/rikjˈɛsta/
richiesto	/rikjˈɛsto/
ricominciò	/rikomintʃˈɔ/
riconfortata	/rikonffortˈata/
riconobbe	/rikonˈobbe/
riconoscenza	/rikonoʃʃˈɛntsa/
riconoscere	/rikonˈoʃʃere/
riconosciuta	/rikonoʃʃˈuta/
riconosciuto	/rikonoʃʃˈuto/
ricordanza	/rikordˈantsa/
ricordare	/rikordˈare/
ricorda	/rikˈɔrda/
ricordata	/rikordˈata/
ricordate	/rikordˈate/
ricordato	/rikordˈato/
ricordava	/rikordˈava/
ricordi	/rikˈɔrdi/
ricordo	/rikˈɔrdo/
ricordò	/rikordˈɔ/
ridendo	/ridˈɛndo/
ridente	/ridˈɛnte/
ridere	/ˈridere/
ride	/ˈride/
rideva	/ridˈeva/
ridire	/ridˈire/
ridotti	/ridˈotti/
ridotto	/ridˈotto/
ridusse	/ridˈusse/
rientrare	/rientrˈare/
rientrò	/rientrˈɔ/
riforme	/rifˈorme/
rifugio	/rifˈudʒo/
rigido	/ˈridʒido/
riguardando	/riɡwardˈando/
riguardanti	/riɡwardˈanti/
riguardare	/riɡwardˈare/
riguarda	/riɡwˈarda/
riguardate	/riɡwardˈate/
riguardato	/riɡwardˈato/
riguardavano	/riɡwardˈavano/
riguardava	/riɡwardˈava/
riguardevole	/riɡwardˈevole/
riguardevoli	/riɡwardˈevoli/
riguardi	/riɡwˈardi/
riguardo	/riɡwˈardo/
riguardò	/riɡwardˈɔ/
rimanendo	/rimanˈɛndo/
rimanente	/rimanˈɛnte/
rimanenti	/rimanˈɛnti/
rimanere	/rimˈanere/
rimane	/rimˈane/
rimanesse	/rimanˈesse/
rimaneva	/rimanˈeva/
rimanga	/rimˈaŋɡa/
rimangono	/rimˈaŋɡono/
rima	/ˈrima/
rimarrà	/rimarrˈa/
rimasa	/rimˈasa/
rimase	/rimˈase/
rimasero	/rimˈasero/
rimasi	/rimˈasi/
rimaso	/rimˈaso/
rimasta	/rimˈasta/
rimasto	/rimˈasto/
rimedio	/rimˈɛdjo/
rimedi	/rimˈɛdi/
rimessa	/rimˈessa/
rimesso	/rimˈesso/
rimettere	/rimˈettere/
rimirando	/rimirˈando/
rimirare	/rimirˈare/
rimira	/rimˈira/
rimirava	/rimirˈava/
rimise	/rimˈize/
rimosse	/rimˈɔsse/
rimprovero	/rimprˈɔvero/
rimuovere	/rimwˈɔvere/
rinaldo	/rinˈaldo/
rinchiusa	/riŋkjˈusa/
rinchiuse	/riŋkjˈuse/
rinchiusi	/riŋkjˈusi/
rinchiuso	/riŋkjˈuso/
ringraziando	/riŋɡratstsjˈando/
ringraziare	/riŋɡratstsjˈare/
ringrazio	/riŋɡrˈatstsjo/
ringraziò	/riŋɡratstsjˈɔ/
ripa	/ˈripa/
riparo	/ripˈaro/
ripe	/ˈripe/
ripiena	/ripjˈɛna/
ripieno	/ripjˈɛno/
ripigliando	/ripiʎʎˈando/
ripigliare	/ripiʎʎˈare/
riportò	/riportˈɔ/
riposata	/riposˈata/
riposato	/riposˈato/
ripose	/ripˈose/
riposi	/ripˈɔsi/
riposo	/ripˈɔso/
riposti	/ripˈosti/
riposto	/ripˈosto/
riprendere	/riprˈɛndere/
riprensione	/riprensjˈone/
riprensioni	/riprensjˈoni/
riprensori	/riprensˈori/
ripresa	/riprˈesa/
riprese	/riprˈese/
ripreso	/riprˈeso/
risaltare	/risaltˈare/
risapesse	/risapˈesse/
risa	/ˈrisa/
riscaldato	/riskaldˈato/
rise	/ˈrise/
risguardo	/rizɡwˈardo/
risolve	/risˈɔlve/
risonanti	/risonˈanti/
risonare	/risonˈare/
risorgimento	/risordʒimˈento/
riso	/ˈriso/
rispetto	/rispˈɛtto/
risplendente	/risplendˈɛnte/
risponda	/rispˈonda/
rispondendo	/rispondˈɛndo/
rispondere	/rispˈondere/
risponde	/rispˈonde/
rispondesse	/rispondˈesse/
rispondeva	/rispondˈeva/
rispose	/rispˈose/
risposero	/rispˈosero/
risposi	/rispˈɔzi/
risposta	/rispˈosta/
risposte	/rispˈoste/
risposto	/rispˈosto/
ristette	/ristˈette/
ristorare	/ristorˈare/
ristretti	/ristrˈetti/
risuona	/riswˈɔna/
risuscitato	/risuʃʃitˈato/
ritegno	/ritˈɛɲɲo/
ritenere	/ritenˈere/
ritenne	/ritˈenne/
ritenuto	/ritenˈuto/
ritiene	/ritjˈɛne/
ritondo	/ritˈondo/
ritornando	/ritornˈando/
ritornano	/ritˈornano/
ritornare	/ritornˈare/
ritorna	/ritˈorna/
ritornarono	/ritornˈarono/
ritornasse	/ritornˈasse/
ritornata	/ritornˈata/
ritornato	/ritornˈato/
ritornava	/ritornˈava/
ritorni	/ritˈorni/
ritorno	/ritˈorno/
ritornò	/ritornˈɔ/
ritrarre	/ritrˈarre/
ritratto	/ritrˈatto/
ritrosa	/ritrˈosa/
ritrovando	/ritrovˈando/
ritrovare	/ritrovˈare/
ritrova	/ritrˈɔva/
ritrovarono	/ritrovˈarono/
ritrovasse	/ritrovˈasse/
ritrovata	/ritrovˈata/
ritrovati	/ritrovˈati/
ritrovato	/ritrovˈato/
ritrovò	/ritrovˈɔ/
riuscire	/riuʃʃˈire/
riuscì	/riuʃʃˈi/
riuscita	/riuʃʃˈita/
riuscito	/riuʃʃˈito/
riusciva	/riuʃʃˈiva/
riva	/ˈriva/
rivedere	/rivedˈere/
riverenza	/riverˈɛntsa/
rive	/ˈrive/
rivestire	/rivestˈire/
rivestito	/rivestˈito/
rivolgea	/rivoldʒˈɛa/
rivolgendo	/rivoldʒˈɛndo/
rivolgere	/rivˈɔldʒere/
rivolge	/rivˈɔldʒe/
rivolse	/rivˈɔlse/
rivolta	/rivˈɔlta/
rivolti	/rivˈɔlti/
rivolto	/rivˈɔlto/
rivoluzione	/rivolutstsjˈone/
roberto	/robˈɛrto/
robespierre	/robespjˈɛrre/
robusto	/robˈusto/
rocca	/ˈrɔkka/
rodano	/ˈrodano/
rodi	/ˈrɔdi/
rogo	/ˈrɔɡo/
romagna	/romˈaɲɲa/
romana	/romˈana/
romani	/romˈani/
romano	/romˈano/
romanzo	/romˈandzo/
roma	/ˈroma/
romolo	/ˈrɔmolo/
rompere	/ˈrompere/
rompe	/ˈrompe/
ronzino	/rondzˈino/
rosa	/ˈrɔza/
rose	/ˈrose/
rossa	/ˈrossa/
rossi	/ˈrossi/
rossore	/rossˈore/
rosso	/ˈrosso/
rota	/ˈrɔta/
rotta	/ˈrotta/
rotte	/ˈrotte/
rotti	/ˈrotti/
rotto	/ˈrotto/
rovina	/rovˈina/
rovinata	/rovinˈata/
rozza	/ˈrɔtstsa/
rozze	/ˈrɔtstse/
rozzi	/ˈrodzdzi/
rozzo	/ˈrodzdzo/
rubato	/rubˈato/
ruggieri	/rudʒdʒˈeri/
rugiada	/rudʒˈada/
ruina	/ruˈina/
ruine	/ruˈine/
rumore	/rumˈore/
ruota	/rwˈɔta/
ruote	/rwˈɔte/
rupe	/ˈrupe/
ruppe	/ˈruppe/
rustico	/ˈrustiko/
sabato	/ˈsabato/
s'accostarono	/sakkostˈarono/
sacerdote	/satʃerdˈɔte/
sacerdoti	/satʃerdˈɔti/
sacra	/ˈsakra/
sacrato	/sakrˈato/
sacre	/ˈsakre/
sacrificando	/sakrifikˈando/
sacrificare	/sakrifikˈare/
sacrificii	/sakrifˈitʃii/
sacrificio	/sakrifˈitʃo/
sacrifici	/sakrifˈitʃi/
sacrifizio	/sakrifˈitstsjo/
sacri	/ˈsakri/
sacro	/ˈsakro/
saettamento	/saettamˈento/
saetta	/saˈetta/
saette	/saˈette/
sagacità	/saɡatʃitˈa/
saggio	/ˈsadʒdʒo/
saggi	/ˈsadʒdʒi/
sai	/ˈsai/
saladino	/saladˈino/
salamone	/salamˈone/
sala	/ˈsala/
salate	/salˈate/
salendo	/salˈɛndo/
salerno	/salˈɛrno/
sale	/ˈsale/
salire	/salˈire/
salì	/salˈi/
saliti	/salˈiti/
salito	/salˈito/
saliva	/salˈiva/
salomone	/salomˈone/
salutata	/salutˈata/
salute	/salˈute/
saluto	/salˈuto/
salutò	/salutˈɔ/
salva	/ˈsalva/
salvatico	/salvˈatiko/
salvatore	/salvatˈore/
salvezza	/salvˈetstsa/
salvia	/ˈsalvja/
salvi	/ˈsalvi/
salvo	/ˈsalvo/
sanamente	/sanamˈente/
sana	/ˈsana/
s'andò	/sandˈɔ/
sangue	/ˈsaŋɡwe/
sanguinosi	/saŋɡwinˈosi/
sanguinoso	/saŋɡwinˈoso/
sani	/ˈsani/
sanità	/sanitˈa/
sanno	/ˈsanno/
sano	/ˈsano/
san	/ˈsan/
santa	/ˈsanta/
sante	/ˈsante/
santifica	/santˈifika/
santi	/ˈsanti/
santissima	/santˈissima/
santissimi	/santˈissimi/
santissimo	/santˈissimo/
santità	/santitˈa/
santo	/ˈsanto/
sanza	/ˈsantsa/
sapendo	/sapˈɛndo/
sapere	/sapˈere/
saperlo	/sapˈerlo/
sapessero	/sapˈessero/
sapesse	/sapˈesse/
sapessi	/sapˈessi/
sapeste	/sapˈeste/
sapete	/sapˈete/
sapevano	/sapˈevano/
sapeva	/sapˈeva/
sapienza	/sapjˈɛntsa/
sapore	/sapˈore/
sappiamo	/sappjˈamo/
sappia	/ˈsappja/
sappiate	/sappjˈate/
sappiendo	/sappjˈɛndo/
sappi	/ˈsappi/
saprà	/saprˈa/
saprei	/saprˈɛi/
saprò	/saprˈɔ/
saputa	/sapˈuta/
saputo	/sapˈuto/
saracini	/saratʃˈini/
sarai	/sarˈai/
saranno	/sarˈanno/
sarà	/sarˈa/
sardigna	/sardˈiɲɲa/
sarebbero	/sarˈɛbbero/
sarebbe	/sarˈɛbbe/
sarei	/sarˈɛi/
saremmo	/sarˈemmo/
saremo	/sarˈemo/
saresti	/sarˈesti/
sarete	/sarˈete/
saria	/sarˈia/
sarò	/sarˈɔ/
sa	/ˈsa/
sassi	/ˈsassi/
sasso	/ˈsasso/
saturnali	/saturnˈali/
saturno	/satˈurno/
saviamente	/savjamˈente/
savia	/ˈsavja/
savie	/ˈsavje/
savio	/ˈsavjo/
savi	/ˈsavi/
sazia	/ˈsatstsja/
sazietà	/satstsjetˈa/
scacchi	/skˈakki/
scacciato	/skatʃtʃˈato/
scala	/skˈala/
scalza	/skˈaltsa/
scambiò	/skambjˈɔ/
scampa	/skˈampa/
scampo	/skˈampo/
scendendo	/ʃendˈɛndo/
scendere	/ˈʃendere/
scende	/ˈʃende/
scene	/ˈʃɛne/
scesa	/ˈʃesa/
scese	/ˈʃese/
sceso	/ˈʃeso/
scettro	/ˈʃɛttro/
scherzando	/skertsˈando/
scherzi	/skˈertsi/
schiave	/skjˈave/
schiera	/skjˈɛra/
schiere	/skjˈɛre/
schifare	/skifˈare/
sciagura	/ʃaɡˈura/
sciagure	/ʃaɡˈure/
scienza	/ˈʃɛntsa/
scienze	/ˈʃɛntse/
scienziati	/ʃentsjˈati/
sciocca	/ˈʃɔkka/
sciocche	/ˈʃɔkke/
sciocchezza	/ʃokkˈetstsa/
sciocchi	/ˈʃɔkki/
sciocco	/ˈʃɔkko/
sciogliere	/ˈʃɔʎʎere/
scipione	/ʃipjˈone/
scolare	/skolˈare/
scolastica	/skolˈastika/
sconce	/skˈontʃe/
sconciamente	/skontʃamˈente/
sconcia	/skˈontʃa/
sconsolata	/skonsolˈata/
scoperse	/skopˈɛrse/
scoperta	/skopˈɛrta/
scoperto	/skopˈɛrto/
scopo	/skˈɔpo/
scoppio	/skˈɔppjo/
scoprire	/skoprˈire/
scorgere	/skˈɔrdʒere/
scorpione	/skorpjˈone/
scorta	/skˈɔrta/
scossa	/skˈɔssa/
scosse	/skˈɔsse/
scrissero	/skrˈissero/
scrisse	/skrˈisse/
scritta	/skrˈitta/
scritte	/skrˈitte/
scritti	/skrˈitti/
scrittore	/skrittˈore/
scrittori	/skrittˈori/
scritto	/skrˈitto/
scrittura	/skrittˈura/
scritture	/skrittˈure/
scriva	/skrˈiva/
scrivendo	/skrivˈɛndo/
scriverà	/skriverˈa/
scrivere	/skrˈivere/
scrive	/skrˈive/
scrivi	/skrˈivi/
scrivono	/skrˈivono/
scudo	/skˈudo/
scuola	/skwˈɔla/
scuole	/skwˈɔle/
scure	/skˈure/
scusare	/skuzˈare/
scusa	/skˈuza/
sdegnata	/zdeɲɲˈata/
sdegnato	/zdeɲɲˈato/
sdegni	/zdˈeɲɲi/
sdegnoso	/zdeɲɲˈoso/
sdegno	/zdˈeɲɲo/
sdrucciolosa	/zdrutʃtʃolˈosa/
sebastiano	/sebastjˈano/
sebbene	/sebbˈɛne/
secca	/ˈsekka/
secco	/ˈsekko/
secolari	/sekolˈari/
secoli	/ˈsɛkoli/
secolo	/ˈsɛkolo/
seconda	/sekˈonda/
seconde	/sekˈonde/
secondo	/sekˈondo/
seco	/ˈseko/
securo	/sekˈuro/
sedendo	/sedˈɛndo/
sedere	/sedˈere/
sedeva	/sedˈeva/
sedia	/ˈsɛdja/
sedie	/ˈsɛdje/
seggiolone	/sedʒdʒolˈone/
seggio	/ˈsɛdʒdʒo/
segnale	/seɲɲˈale/
segnali	/seɲɲˈali/
segnato	/seɲɲˈato/
segni	/ˈseɲɲi/
segno	/ˈseɲɲo/
segretamente	/seɡretamˈente/
segreta	/seɡrˈeta/
segreti	/seɡrˈeti/
segreto	/seɡrˈeto/
seguaci	/seɡwˈatʃi/
segua	/ˈseɡwa/
seguendo	/seɡwˈɛndo/
seguente	/seɡwˈɛnte/
seguenti	/seɡwˈɛnti/
segue	/ˈseɡwe/
seguirà	/seɡwirˈa/
seguire	/seɡwˈire/
seguirò	/seɡwirˈɔ/
seguì	/seɡwˈi/
seguisse	/seɡwˈisse/
seguitando	/seɡwitˈando/
seguitare	/seɡwitˈare/
seguita	/seɡwˈita/
seguitasse	/seɡwitˈasse/
seguiti	/seɡwˈiti/
seguito	/seɡwˈito/
seguitò	/seɡwitˈɔ/
seguiva	/seɡwˈiva/
seguivi	/seɡwˈivi/
seguono	/ˈseɡwono/
sei	/ˈsɛi/
